Time,r.ankle Acceleration X (m/s^2),r.ankle Acceleration Y (m/s^2),r.ankle Acceleration Z (m/s^2),r.ankle Angular Velocity X (rad/s),r.ankle Angular Velocity Y (rad/s),r.ankle Angular Velocity Z (rad/s),r.ankle Magnetic Field X (uT),r.ankle Magnetic Field Y (uT),r.ankle Magnetic Field Z (uT),l.ankle Acceleration X (m/s^2),l.ankle Acceleration Y (m/s^2),l.ankle Acceleration Z (m/s^2),l.ankle Angular Velocity X (rad/s),l.ankle Angular Velocity Y (rad/s),l.ankle Angular Velocity Z (rad/s),l.ankle Magnetic Field X (uT),l.ankle Magnetic Field Y (uT),l.ankle Magnetic Field Z (uT),r.thigh Acceleration X (m/s^2),r.thigh Acceleration Y (m/s^2),r.thigh Acceleration Z (m/s^2),r.thigh Angular Velocity X (rad/s),r.thigh Angular Velocity Y (rad/s),r.thigh Angular Velocity Z (rad/s),r.thigh Magnetic Field X (uT),r.thigh Magnetic Field Y (uT),r.thigh Magnetic Field Z (uT),l.thigh Acceleration X (m/s^2),l.thigh Acceleration Y (m/s^2),l.thigh Acceleration Z (m/s^2),l.thigh Angular Velocity X (rad/s),l.thigh Angular Velocity Y (rad/s),l.thigh Angular Velocity Z (rad/s),l.thigh Magnetic Field X (uT),l.thigh Magnetic Field Y (uT),l.thigh Magnetic Field Z (uT),head Acceleration X (m/s^2),head Acceleration Y (m/s^2),head Acceleration Z (m/s^2),head Angular Velocity X (rad/s),head Angular Velocity Y (rad/s),head Angular Velocity Z (rad/s),head Magnetic Field X (uT),head Magnetic Field Y (uT),head Magnetic Field Z (uT),sternum Acceleration X (m/s^2),sternum Acceleration Y (m/s^2),sternum Acceleration Z (m/s^2),sternum Angular Velocity X (rad/s),sternum Angular Velocity Y (rad/s),sternum Angular Velocity Z (rad/s),sternum Magnetic Field X (uT),sternum Magnetic Field Y (uT),sternum Magnetic Field Z (uT),waist Acceleration X (m/s^2),waist Acceleration Y (m/s^2),waist Acceleration Z (m/s^2),waist Angular Velocity X (rad/s),waist Angular Velocity Y (rad/s),waist Angular Velocity Z (rad/s),waist Magnetic Field X (uT),waist Magnetic Field Y (uT),waist Magnetic Field Z (uT)
1305397830984370,-9.513852,1.666743,-1.874394,0.292675,0.026,-0.011475,48.408905,12.077017,12.983413,-9.595087,-0.815626,-1.848229,0.017915,0.013647,-0.02679,45.666722,-30.510325,12.047544,-9.607125,-0.303541,-1.698349,0.064356,-0.01669,-0.02457,34.843349,-0.698944,-48.46382,-9.574022,-1.127046,-1.392818,0.199106,0.204537,-0.019963,38.816366,-61.317394,-31.472107,-8.611808,-0.044403,-4.546458,0.241022,0.114843,0.002749,18.228692,-48.610613,-82.017891,-9.654221,0.328663,-1.432706,-0.025084,0.207637,0.040582,26.850057,-28.471089,-52.053541,-8.602942,0.111734,4.529947,0.174832,1.199536,-0.022476,34.407264,-25.108262,-21.923397
1305397830992180,-9.522843,1.662462,-1.874389,0.286366,0.026999,-0.020953,47.92519,12.569776,12.952832,-9.591027,-0.789209,-1.832376,0.022697,0.01208,-0.025209,45.663825,-30.502975,12.531853,-9.615627,-0.257093,-1.693606,0.077032,-0.018844,-0.006449,34.818651,-1.73279,-48.486112,-9.555198,-1.145274,-1.383413,0.198023,0.201918,0.015835,37.270388,-60.293855,-30.80347,-8.611979,-0.051283,-4.541786,0.245623,0.115548,-0.045768,19.509045,-48.597563,-81.258735,-9.639999,0.331225,-1.411636,-0.020281,0.203356,0.076217,33.493932,-23.83846,-48.73457,-8.60323,0.093242,4.541712,0.158563,1.201826,0.031275,39.334645,-21.82282,-19.353237
1305397831000000,-9.514025,1.679959,-1.892211,0.266275,0.034916,-0.013421,48.401267,12.572565,13.471781,-9.588735,-0.793673,-1.823288,0.021103,0.01364,-0.02679,45.657383,-30.985731,12.557679,-9.636344,-0.238833,-1.695968,0.076865,-0.019088,0.011742,35.649378,-0.697943,-49.309379,-9.53393,-1.161138,-1.378723,0.195951,0.212921,-0.001955,38.088043,-59.242138,-30.90988,-8.583557,-0.029944,-4.548775,0.231237,0.113412,-0.021393,19.507889,-47.750639,-81.241175,-9.644558,0.342962,-1.399932,-0.026765,0.202556,0.052296,33.296471,-21.401771,-48.413206,-8.622258,0.074488,4.534737,0.161268,1.205693,-0.004547,36.700743,-31.095121,-24.859009
1305397831007810,-9.502304,1.653298,-1.905635,0.246571,0.027495,-0.018292,48.408905,12.077017,12.983413,-9.581666,-0.820293,-1.811899,0.022715,0.01516,-0.025178,45.666722,-30.510325,12.047544,-9.628593,-0.196776,-1.712355,0.073966,-0.015385,-0.01857,35.582143,-3.817569,-50.215282,-9.512329,-1.158418,-1.366957,0.205737,0.207885,-0.020054,38.794338,-62.358506,-31.340216,-8.583553,-0.029946,-4.541778,0.231153,0.111921,-0.033492,18.908324,-47.73502,-80.553543,-9.637496,0.340707,-1.404616,-0.026765,0.202556,0.052296,33.312172,-24.474209,-53.567213,-8.645889,0.06027,4.534761,0.161749,1.216394,-0.016434,37.131375,-16.216436,-21.278469
1305397831015620,-9.504555,1.653316,-1.916779,0.258212,0.037644,-0.019801,48.401267,12.572565,13.471781,-9.57725,-0.81814,-1.818711,0.024317,0.013585,-0.022,45.670266,-30.020219,12.506027,-9.628171,-0.17347,-1.712326,0.060991,-0.02,-0.012411,35.606841,-2.783723,-50.19299,-9.505114,-1.155959,-1.348106,0.208411,0.217018,-0.055836,38.042767,-60.286885,-31.629477,-8.611649,-0.032762,-4.541793,0.234295,0.118674,-0.03966,18.855331,-48.611469,-81.99405,-9.635411,0.321839,-1.402265,-0.03308,0.205845,0.040368,28.861987,-23.466045,-48.907852,-8.678783,0.052847,4.530091,0.160514,1.212823,0.025368,34.457307,-21.980335,-19.262951
1305397831023430,-9.491275,1.675163,-1.932371,0.259963,0.034274,-0.022886,47.918555,12.575746,13.462941,-9.552876,-0.811863,-1.827797,0.022751,0.019764,-0.023534,45.663825,-30.502975,12.531853,-9.604854,-0.177697,-1.705241,0.059495,-0.015049,-0.018485,35.575284,-3.799482,-49.376256,-9.495599,-1.160433,-1.362258,0.210776,0.204719,-0.020162,38.021958,-62.365476,-30.514209,-8.597624,-0.03251,-4.546449,0.236111,0.118353,-0.015434,18.882406,-48.596707,-81.282577,-9.602541,0.305789,-1.397582,-0.029832,0.209227,0.034584,24.048282,-23.72938,-53.913777,-8.686173,0.02731,4.518324,0.170621,1.206704,0.013406,34.317055,-24.727787,-17.062553
1305397831031250,-9.488966,1.672909,-1.943523,0.25991,0.032704,-0.021309,48.402271,12.082987,13.493522,-9.55291,-0.809648,-1.83234,0.024354,0.016633,-0.018774,45.657383,-30.985731,12.557679,-9.602828,-0.191683,-1.740508,0.054635,-0.008656,-0.006355,36.41699,-1.694614,-48.49918,-9.490579,-1.148737,-1.378759,0.205809,0.209616,-0.014078,37.225112,-61.338602,-31.523067,-8.586229,-0.048504,-4.555766,0.231292,0.124776,-0.003359,18.854174,-47.764545,-81.976489,-9.567018,0.308691,-1.421011,-0.041006,0.209313,0.02247,26.561716,-26.352276,-54.1485,-8.693035,0.038766,4.523043,0.164667,1.205862,0.049238,39.194393,-24.570272,-17.152839
1305397831039060,-9.477821,1.683792,-1.932375,0.273247,0.036272,-0.024312,48.393629,13.068113,13.960148,-9.548463,-0.809694,-1.84596,0.022751,0.016652,-0.020371,46.639417,-30.50735,13.019839,-9.631212,-0.208521,-1.752327,0.049646,0.000714,0.023952,37.191461,-2.709373,-48.528006,-9.502178,-1.128052,-1.381099,0.205551,0.215887,-0.025965,37.226331,-62.376081,-30.539689,-8.600051,-0.037178,-4.55811,0.236151,0.113375,-0.015372,18.198147,-46.084603,-82.676683,-9.564614,0.311093,-1.43038,-0.033014,0.209118,0.034515,35.809905,-24.024667,-48.647929,-8.702457,0.034,4.508929,0.163485,1.214902,0.037337,44.016751,-30.858848,-24.994439
1305397831046870,-9.473076,1.668289,-1.925713,0.269729,0.029887,-0.018039,48.393629,13.068113,13.960148,-9.555367,-0.794124,-1.852794,0.022805,0.024336,-0.018696,46.642315,-30.5147,12.53553,-9.627061,-0.236419,-1.764105,0.051215,-0.007296,0.017912,34.82551,-1.750877,-49.325138,-9.511419,-1.109648,-1.388156,0.20936,0.21486,0.003794,38.817586,-62.354872,-30.488729,-8.593122,-0.041682,-4.560437,0.239283,0.115233,-0.027538,19.480814,-47.765401,-81.952648,-9.557794,0.292306,-1.446764,-0.034608,0.207075,0.04631,35.505863,-18.833416,-45.58888,-8.718716,0.043004,4.506598,0.166531,1.20562,-0.016485,34.36216,-24.918024,-19.492975
1305397831054680,-9.48411,1.646429,-1.894518,0.272982,0.026784,-0.01641,48.393629,13.068113,13.960148,-9.559981,-0.783015,-1.852811,0.017978,0.013537,-0.015609,46.642315,-30.5147,12.53553,-9.594882,-0.270733,-1.72414,0.041437,-0.013596,0.024058,34.82551,-1.750877,-49.325138,-9.552091,-1.110447,-1.390444,0.205717,0.217527,-0.014024,38.817586,-62.354872,-30.488729,-8.613908,-0.028171,-4.548792,0.232712,0.11368,-0.039585,19.480814,-47.765401,-81.952648,-9.560057,0.299352,-1.435058,-0.02966,0.215304,0.034747,35.505863,-18.833416,-45.58888,-8.732774,0.042797,4.508968,0.163968,1.200056,0.013352,34.36216,-24.918024,-19.492975
1305397831062500,-9.495358,1.651198,-1.901094,0.291116,0.031157,-0.027259,47.788495,12.575135,13.593471,-9.562238,-0.780773,-1.852814,0.02439,0.022792,-0.018712,46.0485,-30.288047,12.277911,-9.581086,-0.28445,-1.714733,0.031058,0.00536,-0.048711,35.273727,-4.057354,-49.283991,-9.527737,-1.089107,-1.397532,0.202568,0.209474,-0.008057,38.316129,-61.318706,-31.038869,-8.59987,-0.027927,-4.530126,0.229726,0.111569,-0.009241,20.281788,-47.187057,-81.521756,-9.557099,0.327508,-1.435104,-0.024441,0.214588,0.052661,27.19158,-22.796167,-52.59954,-8.725769,0.042906,4.527792,0.165548,1.195414,0.013328,34.873595,-19.309002,-20.319103
1305397831070310,-9.486294,1.648886,-1.881043,0.281144,0.032548,-0.025821,47.930087,12.370291,13.454448,-9.566721,-0.778498,-1.852818,0.021139,0.016688,-0.023565,46.114127,-30.679259,12.656739,-9.60002,-0.29875,-1.695981,0.040779,0.002077,-0.060882,35.632603,-3.322207,-48.481517,-9.503655,-1.081698,-1.385766,0.202622,0.212826,-0.00207,38.442681,-60.297496,-30.625667,-8.609512,-0.044299,-4.532458,0.234357,0.11693,-0.033579,20.024951,-49.316235,-82.234106,-9.573691,0.324902,-1.439782,-0.034063,0.215198,0.028711,31.324492,-25.069374,-47.941011,-8.720981,0.049911,4.527788,0.165883,1.195084,0.001377,31.157473,-18.012196,-15.22432
1305397831078120,-9.482147,1.675293,-1.885472,0.276281,0.030604,-0.028995,47.741244,12.694848,13.398162,-9.55301,-0.803002,-1.845971,0.016376,0.016668,-0.02037,45.477631,-30.844671,12.257325,-9.616262,-0.292052,-1.69365,0.043435,-0.013064,-0.018397,36.737414,-1.259605,-49.701397,-9.504161,-1.109571,-1.388131,0.205808,0.217636,-0.008059,37.899577,-60.908574,-30.554036,-8.597734,-0.039465,-4.520792,0.239345,0.11349,-0.021457,18.988287,-45.446083,-81.287525,-9.604268,0.336258,-1.437438,-0.030756,0.217877,0.040733,29.626269,-25.430086,-53.42179,-8.669769,0.027551,4.513596,0.171009,1.18887,0.049154,42.963881,-25.553446,-20.481178
1305397831085930,-9.48423,1.66427,-1.903319,0.267965,0.033688,-0.027551,47.966572,12.685557,13.379542,-9.553043,-0.80079,-1.848244,0.021166,0.018196,-0.020355,46.129618,-30.755009,12.234781,-9.595042,-0.282348,-1.693602,0.057962,-0.013319,-0.024546,34.915855,-1.241242,-47.106109,-9.513879,-1.116712,-1.38341,0.202421,0.214231,-0.01399,38.490871,-60.729306,-29.653937,-8.586091,-0.041568,-4.530113,0.224754,0.106796,-0.027319,20.064247,-47.88991,-82.610545,-9.625667,0.328844,-1.418694,-0.034106,0.213678,0.02867,31.747134,-22.4804,-48.117665,-8.655246,0.060128,4.523003,0.166176,1.191601,-0.010593,40.449809,-22.829636,-22.604919
1305397831093750,-9.484091,1.655432,-1.912248,0.266319,0.040198,-0.027622,48.425125,12.681801,13.385801,-9.555365,-0.794141,-1.841443,0.016358,0.016699,-0.023564,45.600344,-31.215022,12.740613,-9.592276,-0.258996,-1.691219,0.057775,-0.019925,-0.012392,36.508866,-1.239026,-48.791105,-9.511742,-1.130603,-1.378702,0.203978,0.215771,-0.019972,37.582081,-61.776414,-32.099815,-8.583833,-0.046159,-4.525446,0.235988,0.12184,-0.027595,19.428018,-49.570854,-82.659645,-9.628109,0.324072,-1.397615,-0.030901,0.215541,0.022845,32.109492,-24.275374,-43.600418,-8.601351,0.060923,4.511168,0.1674,1.185713,0.001326,35.692453,-20.234518,-24.712069
1305397831101560,-9.490647,1.640073,-1.921177,0.249573,0.036665,-0.021526,47.942376,12.684983,13.37696,-9.559775,-0.796292,-1.832361,0.021165,0.024412,-0.026687,45.606875,-30.732333,12.714807,-9.597012,-0.266447,-1.702704,0.054527,-0.013195,-0.000274,36.491027,-2.290959,-49.652423,-9.526032,-1.126222,-1.383402,0.198813,0.213853,-0.031828,39.24186,-60.706824,-30.47777,-8.574453,-0.043669,-4.546432,0.227925,0.128232,-0.015494,20.080576,-48.710024,-81.90677,-9.635026,0.33579,-1.414011,-0.043838,0.209496,0.010534,29.232538,-22.923977,-53.030983,-8.575557,0.061299,4.489952,0.174199,1.203393,0.001445,38.086018,-19.965523,-22.32679
1305397831109370,-9.488432,1.644436,-1.93455,0.249727,0.038092,-0.026234,47.459627,12.688164,13.36812,-9.571162,-0.778447,-1.839198,0.017914,0.007418,-0.020468,45.609773,-30.739683,12.230497,-9.59692,-0.26178,-1.697998,0.05346,0.000299,-0.042762,35.716556,-1.276201,-49.623596,-9.501742,-1.107198,-1.366919,0.20929,0.212931,-0.002184,36.856197,-61.776115,-29.570832,-8.581501,-0.046113,-4.534774,0.240963,0.120059,-0.015493,19.453936,-48.709167,-81.930612,-9.637601,0.321579,-1.416345,-0.036053,0.20568,-0.001286,25.268155,-26.471316,-46.598027,-8.58248,0.06813,4.487608,0.165358,1.206777,0.025344,40.479582,-19.696528,-19.941511
1305397831117180,-9.486297,1.653229,-1.934541,0.254527,0.030263,-0.021418,47.94338,12.195365,13.398704,-9.573322,-0.782832,-1.839192,0.021138,0.015125,-0.021988,46.099019,-30.745546,12.232336,-9.613567,-0.276076,-1.709794,0.048265,-0.003299,-0.006338,34.892688,-2.329135,-49.639355,-9.513524,-1.0958,-1.355119,0.196195,0.199854,0.003921,38.424204,-61.758541,-30.37136,-8.583884,-0.048468,-4.541771,0.239062,0.118889,-0.051817,18.829611,-50.402159,-81.989574,-9.642263,0.326232,-1.411663,-0.039199,0.203114,0.022345,29.429999,-25.360666,-53.352346,-8.598692,0.081763,4.504109,0.179545,1.209624,-0.010456,37.945766,-22.712975,-20.126392
1305397831125000,-9.50636,1.631472,-1.925629,0.259638,0.028569,-0.026043,47.460631,12.198547,13.389863,-9.586607,-0.787039,-1.848269,0.024316,0.010466,-0.018841,46.10546,-30.262789,12.20651,-9.628236,-0.308991,-1.735711,0.048302,-0.000077,-0.006351,36.508866,-1.239026,-48.791105,-9.542174,-1.091687,-1.381019,0.209095,0.197898,-0.026144,38.378928,-62.803288,-31.090957,-8.579293,-0.053013,-4.546431,0.230885,0.133663,-0.04588,18.257121,-50.371778,-80.59047,-9.663483,0.330639,-1.406976,-0.054997,0.197185,0.081271,32.125193,-27.347812,-48.754425,-8.633592,0.097425,4.504155,0.175579,1.217996,-0.040292,38.040913,-19.775286,-19.896368
1305397831132810,-9.510536,1.607269,-1.923426,0.26915,0.024539,-0.013371,48.419494,12.198154,13.917694,-9.59073,-0.809061,-1.848238,0.022686,0.012089,-0.026811,45.606875,-30.732333,12.714807,-9.626359,-0.334582,-1.733389,0.056284,-0.009848,-0.012423,35.709696,-1.258114,-48.784571,-9.556342,-1.080336,-1.381003,0.206176,0.209852,0.009781,39.219831,-61.747937,-30.34588,-8.583766,-0.041518,-4.553435,0.237384,0.132065,-0.04591,18.829611,-50.402159,-81.989574,-9.649364,0.326118,-1.395268,-0.048685,0.202083,0.039943,31.351049,-20.673496,-52.622978,-8.656724,0.115569,4.48771,0.177397,1.235581,0.019565,32.978218,-22.490015,-15.175262
1305397831140620,-9.515269,1.618417,-1.885508,0.272353,0.021507,-0.010177,47.94338,12.195365,13.398704,-9.601985,-0.800067,-1.843712,0.024389,0.024341,-0.020299,45.606875,-30.732333,12.714807,-9.608114,-0.36218,-1.709891,0.059871,-0.010964,-0.054882,36.484168,-2.272872,-48.813397,-9.561615,-1.105969,-1.366863,0.20444,0.199876,-0.002187,38.446232,-60.717428,-30.50325,-8.609315,-0.032718,-4.548788,0.239348,0.131492,-0.003506,19.482168,-49.541329,-81.236699,-9.674962,0.354089,-1.402302,-0.074072,0.202493,0.045365,29.323418,-22.606103,-50.614661,-8.715024,0.133199,4.494848,0.177691,1.232098,0.007596,35.742496,-17.106591,-22.051623
1305397831148430,-9.526588,1.618582,-1.885495,0.282487,0.028107,-0.016374,47.942376,12.684983,13.37696,-9.595668,-0.775883,-1.834666,0.024352,0.01507,-0.017197,45.613316,-30.249576,12.688981,-9.631746,-0.376579,-1.702898,0.059407,-0.013225,-0.006366,34.903667,-1.259115,-47.939011,-9.557296,-1.131428,-1.357446,0.209385,0.204821,-0.002239,38.422985,-60.721062,-31.354738,-8.613864,-0.025857,-4.544129,0.232923,0.129686,0.002626,18.827297,-48.708311,-81.954453,-9.658864,0.32361,-1.385897,-0.060341,0.181481,0.051041,33.971064,-26.050955,-55.595386,-8.766558,0.132436,4.492556,0.174532,1.228609,0.001593,30.584654,-22.75901,-17.56054
1305397831156250,-9.526808,1.634022,-1.889933,0.269098,0.022969,-0.011793,48.426129,12.192184,13.407544,-9.591186,-0.778154,-1.836932,0.022732,0.016677,-0.02357,45.609773,-30.739683,12.230497,-9.638636,-0.369715,-1.702901,0.057761,-0.01641,-0.006343,35.684998,-2.29196,-48.806863,-9.535859,-1.138001,-1.352754,0.209202,0.204603,-0.014169,37.583301,-62.813892,-31.116437,-8.590575,-0.030066,-4.555775,0.226202,0.134939,-0.021623,19.482168,-49.541329,-81.236699,-9.651558,0.337889,-1.381223,-0.053951,0.185441,0.033455,31.426228,-17.283184,-45.05265,-8.790227,0.115906,4.494934,0.171373,1.22512,-0.00441,35.552201,-22.98197,-22.511671
1305397831164060,-9.529163,1.640669,-1.894381,0.27075,0.021382,-0.011761,47.935741,12.690953,13.887111,-9.588565,-0.804725,-1.814192,0.024253,0.00591,-0.025276,46.096121,-30.738195,12.716645,-9.649795,-0.341939,-1.686434,0.060886,-0.005534,0.017847,35.6603,-3.325807,-48.829156,-9.538374,-1.145016,-1.362182,0.209089,0.214335,-0.014103,38.445013,-59.67995,-31.486628,-8.602348,-0.034904,-4.558113,0.237456,0.135216,-0.033832,18.829611,-50.402159,-81.989574,-9.646864,0.335592,-1.374198,-0.055721,0.185508,-0.008169,31.912031,-21.838686,-43.279055,-8.815859,0.124772,4.494967,0.164217,1.218968,0.013462,35.552201,-22.98197,-22.511671
1305397831171870,-9.531634,1.656127,-1.909963,0.257676,0.025662,-0.016647,47.94338,12.195365,13.398704,-9.59079,-0.804685,-1.818733,0.027531,0.016634,-0.020377,46.089679,-31.220952,12.742472,-9.644415,-0.302246,-1.695777,0.064379,-0.014704,-0.024579,35.635602,-4.359653,-48.851448,-9.533719,-1.151893,-1.350403,0.217667,0.201598,-0.008368,40.037487,-60.69622,-30.45229,-8.606828,-0.023404,-4.57911,0.232689,0.135001,-0.021675,18.855529,-49.540472,-81.260541,-9.635313,0.316875,-1.390584,-0.055561,0.185621,0.027485,20.166108,-24.615837,-53.69891,-8.830031,0.117631,4.506752,0.165788,1.209435,-0.04634,37.755471,-28.588354,-20.586439
1305397831179680,-9.522301,1.63832,-1.927831,0.246048,0.025358,-0.015215,47.942376,12.684983,13.37696,-9.593146,-0.795814,-1.821016,0.025865,0.010542,-0.026827,46.089679,-31.220952,12.742472,-9.65318,-0.267489,-1.721601,0.052956,-0.014687,-0.006321,36.45947,-3.306719,-48.83569,-9.54287,-1.128845,-1.362173,0.218988,0.199568,-0.032268,37.651825,-61.765511,-29.545352,-8.588116,-0.032561,-4.567331,0.233845,0.133492,-0.027724,18.827297,-48.708311,-81.954453,-9.599857,0.315055,-1.421035,-0.050867,0.186722,0.003847,31.54851,-23.110184,-52.944342,-8.8231,0.110799,4.502034,0.161792,1.206773,-0.022465,38.131122,-20.155761,-24.757212
1305397831187500,-9.511432,1.669047,-1.927804,0.244244,0.027159,-0.010552,48.425125,12.681801,13.385801,-9.591216,-0.775965,-1.823314,0.022741,0.019773,-0.025136,46.096121,-30.738195,12.716645,-9.647918,-0.234782,-1.726252,0.052789,-0.014931,0.01187,35.691858,-2.310047,-49.645889,-9.556913,-1.110525,-1.359797,0.220391,0.222302,-0.032143,37.651825,-61.765511,-29.545352,-8.583394,-0.030166,-4.558,0.232273,0.133393,-0.021651,18.828454,-49.555235,-81.972014,-9.579021,0.284659,-1.42805,-0.056802,0.199708,0.015947,29.505178,-21.970354,-45.782018,-8.818629,0.099349,4.50211,0.151531,1.201948,-0.010567,30.629758,-22.949248,-19.990962
1305397831195310,-9.507054,1.680002,-1.936712,0.249305,0.025536,-0.013612,47.942376,12.684983,13.37696,-9.593342,-0.782565,-1.818765,0.024316,0.016689,-0.025168,46.089679,-31.220952,12.742472,-9.612986,-0.238857,-1.766152,0.05464,-0.008281,-0.006357,36.497887,-2.309046,-50.491448,-9.551562,-1.080245,-1.366864,0.210992,0.217932,0.003786,38.446232,-60.717428,-30.50325,-8.585489,-0.016313,-4.567336,0.23714,0.151442,-0.003738,19.482168,-49.541329,-81.236699,-9.567224,0.282481,-1.444444,-0.058311,0.200704,0.027824,34.137123,-22.342768,-45.608735,-8.804719,0.090312,4.509152,0.155306,1.204939,0.031285,37.945766,-22.712975,-20.126392
1305397831203120,-9.506784,1.662335,-1.947882,0.266053,0.03071,-0.01972,47.942376,12.684983,13.37696,-9.590987,-0.791426,-1.823292,0.022731,0.013566,-0.020407,46.089679,-31.220952,12.742472,-9.620206,-0.250632,-1.761478,0.057928,-0.016166,-0.024534,36.473189,-3.342893,-50.513741,-9.560599,-1.050224,-1.364489,0.206173,0.218071,0.015802,36.83173,-60.742271,-31.405698,-8.597584,-0.039678,-4.55334,0.233532,0.148764,-0.052148,18.228889,-49.539616,-81.284382,-9.576545,0.291793,-1.446788,-0.053418,0.20145,0.05171,29.125957,-20.169414,-50.293298,-8.797942,0.074235,4.518556,0.158018,1.195987,-0.010587,35.507096,-22.791733,-20.081249
1305397831210930,-9.493471,1.679804,-1.936728,0.271068,0.03244,-0.021241,47.942376,12.684983,13.37696,-9.593282,-0.786943,-1.846,0.030619,0.005911,-0.026875,46.089679,-31.220952,12.742472,-9.622652,-0.257651,-1.74974,0.059333,-0.005415,0.011793,36.484168,-2.272872,-48.813397,-9.540934,-1.024333,-1.392785,0.207347,0.220798,-0.014031,36.878226,-60.735002,-29.702723,-8.597629,-0.041991,-4.560336,0.233669,0.143618,-0.039967,19.45625,-50.403015,-81.965733,-9.611891,0.300709,-1.432733,-0.054964,0.213089,-0.013369,26.703403,-17.228644,-47.642253,-8.767531,0.072376,4.52558,0.166126,1.188537,-0.010611,38.090956,-16.647358,-17.235923
1305397831218750,-9.493264,1.664378,-1.921143,0.277528,0.029587,-0.016444,47.94338,12.195365,13.398704,-9.582387,-0.771643,-1.84829,0.025865,0.015209,-0.031572,46.096121,-30.738195,12.716645,-9.625372,-0.278669,-1.74977,0.060773,-0.010448,0.02393,36.45947,-3.306719,-48.83569,-9.541451,-1.052202,-1.383365,0.207438,0.220906,-0.008066,38.446232,-60.717428,-30.50325,-8.590821,-0.053443,-4.557996,0.230661,0.138271,-0.015641,19.482168,-49.541329,-81.236699,-9.647106,0.319061,-1.38824,-0.055016,0.207594,0.01025,29.9001,-26.84373,-46.424745,-8.732446,0.068269,4.513767,0.154147,1.190007,0.007295,38.045851,-16.457121,-14.805501
1305397831226560,-9.488617,1.653326,-1.885493,0.270906,0.02445,-0.016482,47.949011,12.679012,12.86681,-9.579868,-0.791552,-1.850531,0.025919,0.019781,-0.026734,46.089679,-31.220952,12.742472,-9.620577,-0.273899,-1.730955,0.049703,-0.017834,-0.006289,34.861131,-3.344895,-48.822621,-9.546548,-1.068546,-1.376294,0.202515,0.206121,-0.014045,37.627357,-60.731667,-31.380218,-8.572035,-0.048479,-4.557987,0.240159,0.137126,-0.045995,18.88376,-50.372634,-80.566628,-9.665758,0.337665,-1.357802,-0.055059,0.206075,0.010209,26.991744,-19.347458,-45.547295,-8.690447,0.057334,4.511359,0.157986,1.184953,0.043125,33.163575,-19.932801,-19.806082
1305397831234370,-9.508828,1.642587,-1.887714,0.285947,0.028,-0.021031,48.425125,12.681801,13.385801,-9.562199,-0.782987,-1.846001,0.022695,0.010518,-0.023632,46.10546,-30.262789,12.20651,-9.583333,-0.284849,-1.712104,0.05133,-0.011509,-0.000261,36.484168,-2.272872,-48.813397,-9.520942,-1.109876,-1.383402,0.190188,0.2068,-0.055591,37.673853,-60.724398,-29.677243,-8.565058,-0.050672,-4.548653,0.227268,0.145047,-0.027817,18.828454,-49.555235,-81.972014,-9.661095,0.333014,-1.364826,-0.056845,0.198189,0.015906,27.295786,-24.538709,-48.606344,-8.638722,0.069652,4.497176,0.149136,1.183446,0.007245,35.742496,-17.106591,-22.051623
1305397831242180,-9.50418,1.633704,-1.881042,0.290656,0.028517,-0.01315,47.942376,12.684983,13.37696,-9.557946,-0.769797,-1.848289,0.021066,0.01214,-0.031602,45.613316,-30.249576,12.688981,-9.597216,-0.278094,-1.698018,0.051368,-0.008288,-0.000274,36.470449,-2.236699,-47.135346,-9.509101,-1.116614,-1.381021,0.192474,0.209246,-0.013852,39.218612,-60.710458,-31.329258,-8.569452,-0.034544,-4.562655,0.229013,0.141575,-0.015669,18.201815,-49.554379,-81.995855,-9.649517,0.316641,-1.348428,-0.067808,0.193709,0.080912,24.979814,-24.352502,-48.692985,-8.596872,0.049472,4.504182,0.149492,1.184691,-0.004697,35.502158,-26.109897,-25.172116
1305397831250000,-9.509015,1.644558,-1.885593,0.288108,0.0321,-0.02096,47.937939,12.685299,13.375602,-9.555589,-0.778668,-1.846006,0.021075,0.012125,-0.030005,45.609773,-30.739683,12.230497,-9.601437,-0.252549,-1.702694,0.044807,-0.005161,0.017942,35.709696,-1.258114,-48.784571,-9.489935,-1.116262,-1.373967,0.198646,0.22027,-0.037749,38.468261,-59.676316,-30.635141,-8.564645,-0.027521,-4.548662,0.222494,0.133383,-0.027634,19.403257,-51.279465,-83.406239,-9.63045,0.333619,-1.369549,-0.069842,0.194121,0.033351,22.845601,-23.530546,-43.946982,-8.58287,0.045053,4.492394,0.143235,1.195214,-0.010626,37.895723,-25.840902,-22.786838
1305397831257810,-9.504613,1.653315,-1.887816,0.274727,0.033526,-0.01643,48.427277,12.676147,12.874341,-9.550944,-0.791983,-1.848256,0.022696,0.019852,-0.033122,46.096121,-30.738195,12.716645,-9.617955,-0.26215,-1.688633,0.05806,-0.00489,-0.02458,36.491027,-2.290959,-49.652423,-9.494817,-1.120993,-1.36925,0.206984,0.212182,-0.043912,39.287136,-59.662077,-29.758173,-8.545941,-0.027188,-4.546319,0.220394,0.139103,-0.08222,19.455093,-49.556091,-81.948172,-9.642987,0.286173,-1.341419,-0.052192,0.201034,0.02796,25.192976,-29.861628,-54.168355,-8.587807,0.028803,4.501811,0.144584,1.198783,0.001348,40.33933,-22.44398,-17.741113
